Bedroom,Bathroom,Property Size,# of Floors,Total Units,Parking Lot,Completion Year,Tenure Type,Property Type,Floor Range,Land Title,State,price,Facility_Barbeque area,Facility_Club house,Facility_Gymnasium,Facility_Jogging Track,Facility_Lift,Facility_Minimart,Facility_Multipurpose hall,Facility_Parking,Facility_Playground,Facility_Sauna,Facility_Security,Facility_Squash Court,Facility_Swimming Pool,Facility_Tennis Court,Has_Mall,Has_Park,Has_School,Has_Hospital,Has_Bus_Stop,Has_Highway,Has_Railway_Station,Has_Nearby_School,Has_Nearby_Mall,Has_Nearby_Railway_Station
3.0,2.0,680.0,,,1.0,,Leasehold,Condominium,-,Non Bumi Lot,Penang,245000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,450.0,32.0,704.0,1.0,2016.0,Leasehold,Service Residence,High,Non Bumi Lot,Selangor,317000.0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2.0,940.0,38.0,2647.0,2.0,2019.0,Freehold,Service Residence,Low,Non Bumi Lot,Kuala Lumpur,460000.0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2.0,2.0,800.0,,,1.0,,Freehold,Service Residence,Medium,Non Bumi Lot,Kuala Lumpur,395000.0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1.0,1.0,541.0,,,2.0,,Leasehold,Service Residence,Medium,Non Bumi Lot,Johor,366000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,950.0,17.0,592.0,1.0,1989.0,Leasehold,Apartment,-,Non Bumi Lot,Penang,295000.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,,,1.0,,Freehold,Apartment,-,Bumi Lot,Selangor,270000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1087.0,6.0,,0.0,,Freehold,Condominium,-,Non Bumi Lot,Kuala Lumpur,500000.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
4.0,3.0,1590.0,18.0,96.0,3.0,2014.0,Freehold,Condominium,-,Non Bumi Lot,Penang,600000.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1152.0,,,1.0,,Freehold,Apartment,High,Non Bumi Lot,Johor,300000.0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,750.0,,,0.0,,Freehold,Flat,High,Non Bumi Lot,Johor,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,800.0,,420.0,2.0,,Freehold,Condominium,Medium,Non Bumi Lot,Melaka,338000.0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,25.0,,1.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Penang,250000.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,850.0,17.0,299.0,2.0,2020.0,Freehold,Condominium,-,Non Bumi Lot,Selangor,325000.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,703.0,,,1.0,,Freehold,Condominium,Medium,Non Bumi Lot,Batu Kawan,350000.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,592.0,,,0.0,,Freehold,Others,-,Non Bumi Lot,Wangsa Maju,385000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,991.0,,704.0,1.0,2010.0,Leasehold,Condominium,High,Bumi Lot,Selangor,390000.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3.0,2.0,1258.0,16.0,529.0,1.0,2007.0,Freehold,Condominium,Low,Non Bumi Lot,Penang,520000.0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1007.0,,912.0,2.0,2020.0,Leasehold,Condominium,Low,Bumi Lot,Sabah,489819.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,633.0,21.0,720.0,0.0,2014.0,Leasehold,Service Residence,Low,Non Bumi Lot,Kuala Lumpur,550000.0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
3.0,2.0,1098.0,,512.0,0.0,2013.0,Freehold,Service Residence,Medium,Non Bumi Lot,Johor,368000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1335.0,,,2.0,,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,549000.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1382.0,,396.0,2.0,2016.0,Leasehold,Condominium,Low,Non Bumi Lot,Kuala Lumpur,770000.0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
3.0,1.0,667.0,,,1.0,,Leasehold,Apartment,-,Non Bumi Lot,Sarawak,168000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,736.0,,596.0,0.0,2010.0,Freehold,Apartment,Medium,Bumi Lot,Selangor,285000.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3.0,2.0,1417.0,18.0,752.0,0.0,2000.0,Leasehold,Condominium,-,Non Bumi Lot,Kuala Lumpur,425000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1100.0,16.0,512.0,1.0,2006.0,Leasehold,Apartment,High,Non Bumi Lot,Johor,360000.0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,933.0,,,2.0,,Leasehold,Service Residence,Medium,Non Bumi Lot,Sarawak,495000.0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1411.0,21.0,286.0,2.0,2011.0,Leasehold,Condominium,Medium,Bumi Lot,Selangor,479000.0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
3.0,3.0,1050.0,,,2.0,,Leasehold,Condominium,Low,Non Bumi Lot,Kepong,420000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2.0,2.0,950.0,,,1.0,,Leasehold,Condominium,Medium,Non Bumi Lot,Sabah,560000.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,1213.0,24.0,403.0,2.0,2016.0,Leasehold,Condominium,Medium,Non Bumi Lot,Kuala Lumpur,700000.0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
3.0,2.0,770.0,18.0,200.0,0.0,2006.0,Leasehold,Apartment,Medium,Non Bumi Lot,Selangor,260000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
3.0,3.0,1484.0,,135.0,2.0,2014.0,Leasehold,Condominium,Medium,Non Bumi Lot,Sabah,780000.0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,20.0,,1.0,2006.0,Freehold,Apartment,High,Non Bumi Lot,Penang,461000.0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,861.0,,,0.0,,Freehold,Apartment,Medium,Bumi Lot,Johor,290000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,900.0,,,0.0,,Leasehold,Apartment,-,Non Bumi Lot,Melaka,175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,811.0,4.0,368.0,1.0,1996.0,Freehold,Condominium,Medium,Non Bumi Lot,Selangor,285000.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
3.0,2.0,775.0,7.0,,1.0,,Leasehold,Apartment,Medium,Non Bumi Lot,Melaka,180000.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1281.0,15.0,198.0,0.0,1998.0,Freehold,Townhouse Condo,Low,Non Bumi Lot,Putrajaya,495000.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1098.0,,846.0,2.0,,Freehold,Condominium,-,Non Bumi Lot,Penang,850000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,700.0,,,1.0,,Leasehold,Flat,-,Bumi Lot,Kuala Lumpur,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1316.0,,,1.0,,Leasehold,Condominium,-,Non Bumi Lot,Sarawak,380000.0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4.0,2.0,925.0,,,1.0,,Freehold,Apartment,Low,Bumi Lot,Selangor,220000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,615.0,,,0.0,,Freehold,Flat,Low,Non Bumi Lot,Selangor,182000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3.0,2.0,753.0,,,0.0,,Freehold,Apartment,High,Bumi Lot,Selangor,240000.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3.0,2.0,826.0,,,1.0,,Freehold,Apartment,Low,Non Bumi Lot,Penang,390000.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1115.0,25.0,419.0,2.0,2017.0,Freehold,Condominium,Medium,Non Bumi Lot,Penang,600000.0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,650.0,5.0,,0.0,,Leasehold,Flat,Medium,Bumi Lot,Selangor,100000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,1055.0,15.0,336.0,1.0,1998.0,Freehold,Condominium,High,Non Bumi Lot,Penang,420000.0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
